"","text"
"233","Let‚Äôs not let Ovechkin making it to the conference finals hide the fact the the raptors got swept by the cavs."
"234","Cavs 40 piece.. smh"
"235","RT @KeithBritton86: For all the uncertainty around the #Cavs headed into this series, things could not have gone better for them over past‚Ä¶"
"236","RT @__Nate_B: Me In a month when the Cavs down 0-3 https://t.co/5q6sX9A4VJ"
"237","Sweep??? https://t.co/2dVFNBk7po"
"238","Cavs still suck"
"239","I‚Äôm done blaming the Raptors. Adjustments could have been made but this game the Cavs were unbeatable"
"240","@theryanmichael @cavs They are gonna have a week off after this, so that's cool"
"241","Regular season don‚Äôt fuckin matter... y‚Äôall said the raptors was gonna mop the Cavs Ì†ΩÌ∏Ç"
"242","They throwin this bitch around like a rag doll. Get Thompson the fuck up outta here, @cavs ."
"243","Okaro White in the Cavs? Lol @cavs really love heat leftovers Ì†ΩÌ∏Ç"
"244","Like I said... Cavs in 4.

8Ô∏è‚É£ #WhateverItTakes"
"245","These Cavs are unstoppable"
"246","Monstrous MVP chants for LeBron ringing throughout The Q as Toronto takes a timeout. #Cavs"
"247","RT @LordRilla: Cavs are up 30 why would you have Lebron in this game?? Take him out and let him rest. Ty lue is an awful coach."
"248","We sure the Cavs won this trade? Idk idk https://t.co/vR67q0zwxi"
"249","Cavs got they foot on Toronto neck... https://t.co/lX9twIIyMg"
"250","The #1 team in the East. #Raptors are being swept and blown out by over 25 in the elimination game. Complete  fraud‚Ä¶ https://t.co/tgANxrhGjs"
"251","Toronto being swept as a 1 seed, has got to be the worst thing I have ever seen in playoff basketball... this just‚Ä¶ https://t.co/ZNJ8xMYJbg"
"252","RT @TeamLeBron_: Here comes the annual ‚ÄúCavs won‚Äôt make the Finals! This is the Raptors‚Äô year‚Äù

To ‚Äúthe east is wack‚Äù

Smdh Ì†æÌ¥¶Ì†ºÌøº‚Äç‚ôÇÔ∏è"
"253","RT @TheFakeESPN: Kyle Lowry, Tia Mowry, DeMar DeRozan, Olaf from Frozen, Doesn‚Äôt matter. Cavs in 4. https://t.co/WwUbdwXqcj"
"254","RT @atletadoan0: @cauemoura @Raptors Ta locao Cau√™ tu acha msm q o Raptors tira o Cavs de Lebron em 6 jogos? Kkkkkkkkkkkkk RAPTORS EM 5"
"255","Cavs up 30! Ì†ΩÌ∏≠Ì†ΩÌ∏≠Ì†ΩÌ∏≠Ì†æÌ¥üÌ†ºÌøæ #WhateverItTakes"
"256","Ya gotta feel a little sorry for the Washington Generals‚Äîbeing beaten by the Cavs so many times and all...."
"257","Time for the Cavs to put in 4 white guys and an Egyptian."
"258","RT @GlennMooreCLE: Mr. Casey, I don‚Äôt feel so good... #Cavs https://t.co/B601JTVzHY"
"259","RT @NBA: Congrats to @TheRealJRSmith of the @cavs for moving up to 9th on the #NBAPlayoffs 3PM list!

#ThisIsWhyWePlay #WhateverItTakes htt‚Ä¶"
"260","@BleacherReport Thank god bleacher report finally tweeted about the cavs beating the raps"
"261","RT @RealSkipBayless: The Cavs will sweep the Raptors."
"262","RT @mcten: One year ago today, DeMar DeRozan said ""if we had LeBron on our team, we would have won,"" after the Cavs swept Toronto. Tonight,‚Ä¶"
"263","RT @cavs: LEBRON. JAMES. #WhateverItTakes https://t.co/5JBmeBhQLc"
"264","We the North, We da best, We will rock you, Nintendo Wii. IT DON‚ÄôT MATTER. Cavs in fo‚Äô #cavs #lebron https://t.co/WdFJeeBMm7"
"265","RT @cavs: LEBRON. JAMES. #WhateverItTakes https://t.co/5JBmeBhQLc"
"266","RT @cavs: Ì†ΩÌ∏Ø #WhateverItTakes https://t.co/6abNW1LlVn"
"267","RT @RRRozo: As√≠ vieron LeBron y los Cavs a Raptors todo el tiempo en esta serie: https://t.co/R0UgdzNGE4"
"268","LeBron James gets to his spot!

@cavs in control on @NBAonTNT

#WhateverItTakes https://t.co/7XTxrPq9MD"
"269","Bro they needa end this cavs game rn bc they‚Äôre making straight FOOLS outta the raptors Ì†æÌ¥≠"
"270","This doesn't make any SENSE how the Cavs are whoopin' the Raptors tonight!!! #Cavs #TheLand"
"271","RT @henrysims035: It sucks cavs are gonna get so much rest before we play them but we‚Äôll still be ok #SixersInSeven"
"272","RT @mcten: One year ago today, DeMar DeRozan said ""if we had LeBron on our team, we would have won,"" after the Cavs swept Toronto. Tonight,‚Ä¶"
"273","„Å™„Çã„Åª„Å©„ÄÇ„É¨„Éñ„É≠„É≥„ÅÆ„Ç∑„É•„Éº„ÉàÁ∑¥Áøí„ÅÆ„Åü„ÇÅ„Å´Âá∫„ÅóÁ∂ö„Åë„Å¶„Çã„ÅÆ„Åã„ÄÇ https://t.co/bHq3AypZVf"
"274","RT @NateDuncanNBA: For everyone who wants to kill Lue as a coach for regular season performance, note the Cavs are running multiple sets in‚Ä¶"
"275","RT @KeithBritton86: For all the uncertainty around the #Cavs headed into this series, things could not have gone better for them over past‚Ä¶"
"276","RT @_DoranP: Cavs did a sweep... https://t.co/g4zOq0hh02"
"277","RT @SpongeBobSports: the Cavs-Raptors series summarized in one gif: https://t.co/dusBl1dZLk"
"278","Timeout: Cavs leading 110-80 with 7:38 left in the fourth quarter #TTUSportComm"
"279","RT @Sp0rtsTalkJo3: Lmfao the Cavs really signed Kendrick Perkins just to sit on the bench in a suit to talk shit and look ugly."
"280","I feel like Perk should get a free punch on Drake‚Äôs face after this performance. #nba #nbaplayoffs #cavs #raptors"
"281","RT @ChaseRuttig: NBA Media Twitter: Respect analytics, guys! 

Also NBA Media Twitter: Let's just throw an 82 game sample size out the wind‚Ä¶"
"282","RT @ajudarobyporto: cavs jogando muito talvez consiga ganhar 1 jogo do warriors"
"283","Got to respect a family man in LEBRONTO....
TOP 5 CAVS‚Ä¶ https://t.co/HZNDRZq0V3"
"284","RT @BLACKGUNNHTOWN: And headed to the Eastern Conference Finals... Will be the @cavs #ItTakesHustle #WhateverItTakes Ì†ΩÌ∏ÇÌ†ºÌøÄÌ†ºÌøÄÌ†ºÌøÄÌ†ºÌøÄ #AllForOne  #Cav‚Ä¶"
"285","RT @mcten: One year ago today, DeMar DeRozan said ""if we had LeBron on our team, we would have won,"" after the Cavs swept Toronto. Tonight,‚Ä¶"
"286","RT @mcten: One year ago today, DeMar DeRozan said ""if we had LeBron on our team, we would have won,"" after the Cavs swept Toronto. Tonight,‚Ä¶"
"287","RT @cavs: LEBRON. JAMES. #WhateverItTakes https://t.co/5JBmeBhQLc"
"288","RT @ScottCacciola: If I'm the Cavs, I put the Roomba in for the final 8 minutes."
"289","Outside of a fully healthy Boston, the East doesnt have the star power to get past the Cavs. Been that way for awhi‚Ä¶ https://t.co/9LF9R0FyUb"
"290","RT @clevelanddotcom: Our friend Nancy Bontempo, who‚Äôs 93 years old, just got some love from the Cavs at The Q. #Cavs https://t.co/M6f8pDKyBT"
"291","RT @mcten: One year ago today, DeMar DeRozan said ""if we had LeBron on our team, we would have won,"" after the Cavs swept Toronto. Tonight,‚Ä¶"
"292","RT @cavs: LEBRON. JAMES. #WhateverItTakes https://t.co/5JBmeBhQLc"
"293","RT @CurryDagger: LMFAOOO Cavs-Raptors summed up in one video  https://t.co/NPvHUEkpb0"
"294","RT @ConradKaz: Jokes aside, the Cavs have basically just completely shrugged off a healthy 59-win team."
"295","How dare i pick the raptors over the cavs in 7. Damn."
"296","RT @twithersAP: LeBron came in wearing a ball cap that said ‚ÄúDon‚Äôt Trip.‚Äù
#Cavs"
"297","Lebron got his... fine. Raptors lost because they got DeMar and Kyle were not better than any of the Cavs not named LBJ."
"298","Okaro White's on the cavsÌ†ΩÌ∏ï"
"299","RT @TeamLeBron_: Here comes the annual ‚ÄúCavs won‚Äôt make the Finals! This is the Raptors‚Äô year‚Äù

To ‚Äúthe east is wack‚Äù

Smdh Ì†æÌ¥¶Ì†ºÌøº‚Äç‚ôÇÔ∏è"
"300","RT @bustedcoverage: Let‚Äôs check in with the Raptors-Cavs series https://t.co/swoVwEYU8c"
"301","The Raptors bench doesn‚Äôt look like they just got swept by LeBron and the Cavs AGAIN... smiling, laughing, and joking on the sideline."
"302","Cavs really Toronto‚Äôs kryptonite"
"303","Sempre tenho um p√© atr√°s com os Raptors, por motivos √≥bvios. Mas esse ano achei que fariam frente aos Cavs. Mais uma vez enganado. #nba"
"304","RT @NBA: LeBron dishing in style! Ì†ΩÌ¥•

12-0 @cavs burst in Q2 on @NBAonTNT 

#WhateverItTakes https://t.co/3n3X4AMWAT"
"305","RT @cavs: LEBRON. JAMES. #WhateverItTakes https://t.co/5JBmeBhQLc"
"306","RT @RealSkipBayless: The Cavs will sweep the Raptors."
"307","@HPbasketball Which is why Ty Lue is going to get credit for 'coaching' against Casey.

A fire hydrant could coach‚Ä¶ https://t.co/Az9rP4D6Sf"
"308","The reality is. A healthy Kyrie and Hayward... a Cavs with the same roster all year. Puts raps in a solid 3rd. 

Th‚Ä¶ https://t.co/jSqdTzlT6r"
"309","RT @cavs: Love is in the air with 21 points &amp; counting! Ì†ΩÌ∏ç #WhateverItTakes https://t.co/UcUZNroiKc"
"310","What a series for the Cavs!!"
"311","RT @cavs: LEBRON. JAMES. #WhateverItTakes https://t.co/5JBmeBhQLc"
"312","Big MOOD @cavs #whateveritakes https://t.co/9TZlkxWJOg"
"313","RT @OhioStateFB: mood

go get that sweep @cavs

#WhateverItTakes https://t.co/Zwm7BKAwkQ"
"314","RT @TomerAzarly: 3rd quarter scoring from Game 4 of #Cavs-#Raptors:

LeBron James - 15 points, 3 assists
Kevin Love - 12 points, 4 rebounds‚Ä¶"
"315","RT @cavs: Ì†ΩÌ≤Ø

Ì†ΩÌ≥ä: https://t.co/ADV7HTvD90
Ì†ΩÌ≥∏: https://t.co/wpWBxE10T7

#WhateverItTakes https://t.co/P3O6Jns4xn"
"316","cavs better do this to the celtics Ì†ºÌΩÜÌ†ΩÌ≤®"
"317","RT @Raptors: Dear @cavs,

Worst @nbcsnl skit we've ever seen.

Y'all can chill out now, cool? https://t.co/RwxlOdDPrP"
"318","RT @bvks_: Cavs in 4"
"319","RT @HammerNation19: The Cavs were the number one seed only once since LeBron came back (2016 NBA Champs). With tonight, in the other three‚Ä¶"
"320","RT @mcten: One year ago today, DeMar DeRozan said ""if we had LeBron on our team, we would have won,"" after the Cavs swept Toronto. Tonight,‚Ä¶"
"321","RT @clevezirm: 2015 Hawks. 2017 Celtics. 2018 Raptors. the way the Cavs have dismantled some of these 1 seeds during this four season run i‚Ä¶"
"322","@Epyonzilla @TrashTalk_fr Ah oui, tu es un vrai vrai fan. J‚Äôai vu pas mal de leurs matchs, ils avaient un jeu recon‚Ä¶ https://t.co/qRmlCt1Ta9"
"323","Cavs DOMINATED"
"324","RT @TeamLeBron_: Here comes the annual ‚ÄúCavs won‚Äôt make the Finals! This is the Raptors‚Äô year‚Äù

To ‚Äúthe east is wack‚Äù

Smdh Ì†æÌ¥¶Ì†ºÌøº‚Äç‚ôÇÔ∏è"
"325","RT @Bottlegate: Cavs coming out like they all saw that SNL skit"
"326","RT @Jumpshot8: The @Cavs are jelling at the right time, but haters will focus on @raptors instead of the greatness of LeBron dismantling th‚Ä¶"
"327","RT @TeamLeBron_: Here comes the annual ‚ÄúCavs won‚Äôt make the Finals! This is the Raptors‚Äô year‚Äù

To ‚Äúthe east is wack‚Äù

Smdh Ì†æÌ¥¶Ì†ºÌøº‚Äç‚ôÇÔ∏è"
"328","Cavs ap bay Raptors li san kap√≤t vre"
"329","RT @FTFonFS1: ""Between right now as we sit here today, and Game 3 of the Eastern Conference Finals, I think the Cavs will lose one time."" ‚Äî‚Ä¶"
"330","Once again the raptors has been swept by Lebron and the Cavs Ì†æÌ¥∑Ì†ºÌøæ‚Äç‚ôÇÔ∏èÌ†ΩÌ±ë #WhateverItTakes"
"331","Cavs series bet official, needed that.

3.5 units Ì†ΩÌ≤∞Ì†ΩÌ≤∞"
"332","RT @Albertg34: Cavs fans starting to gain confidence with beating the Raptors. Let‚Äôs just fast forward to June so we can get to the LeBron‚Ä¶"
"333","RT @LBJ23_Fan: Throwback to this gem of a quote from LeBron. 

I don‚Äôt think those reporters took him seriously, but the #4 seed Cavs just‚Ä¶"
"334","And didn‚Äôt the bulls win like 55 games and get within one game of the ECF the year after Jordan retired (the first‚Ä¶ https://t.co/Gkx1vXTaFr"
"335","RT @LBJ23_Fan: Throwback to this gem of a quote from LeBron. 

I don‚Äôt think those reporters took him seriously, but the #4 seed Cavs just‚Ä¶"
"336","Cavs up 30"
"337","Cavs are relentless. I wish they‚Äôd show the Toronto watch party. #asswhoopin #ouch"
"338","Cavs through the playoffs."
"339","@datguy_covey Watch skip bayless complain about how the Cavs had lebron in the 4th qt playing Ì†ΩÌ∏ÇÌ†ΩÌ∏ÇÌ†ΩÌ∏ÇÌ†ΩÌ∏Ç"
"340","RT @cavs: LEBRON. JAMES. #WhateverItTakes https://t.co/5JBmeBhQLc"
"341","RT @HavMarley: When the #cavs sweep the #raptors tonight #drake 
Me: https://t.co/BoCXRnQcqr"
"342","RT @MZavagno11: The Cavs just ran the awful Rodney Hood DHO play for Clarkson and he threw a lob out of bounds. Can't we just recognize tha‚Ä¶"
"343","@SoloJamir What Cavs jersey you gonna get tho?"
"344","Cavs ap tann ekip dey√®"
"345","RT @TeamLeBron_: Here comes the annual ‚ÄúCavs won‚Äôt make the Finals! This is the Raptors‚Äô year‚Äù

To ‚Äúthe east is wack‚Äù

Smdh Ì†æÌ¥¶Ì†ºÌøº‚Äç‚ôÇÔ∏è"
"346","30 piece! Brooms out please. #Cavs"
"347","RT @___tsoraw: The Cavs ain‚Äôt playing wittttt these nigggggas #LetsGo #CLE"
"348","Me every time I see Perk with the Cavs https://t.co/eX4CL4zicD"
"349","So where do the raps go from here? Casey? Demar? Klow? Ibaka? Lots of questions to be asked... maybe a team psyche‚Ä¶ https://t.co/3y7wGRO0FR"
"350","Lol folks coming into my mentions saying everyone knew the Raptors would lose lol so why yall pick them then ??Yall‚Ä¶ https://t.co/QD9NfhJ5av"
"351","Cavs with the sweep"
"352","Where's the broom? #sweep #WhateverItTakes #Cavs #NBAPlayoffs https://t.co/5w06im6M6U"
"353","BUCKETS!!!!! @cavs"
"354","RT @CrabbyList: Lebron sweepstakes not looking great. 6ers need to take Celtics to 7 games and Boston needs to beat the Cavs without Irvin.‚Ä¶"
"355","Cavs sweeped Toronto 2 Straight Years!!"
"356","Recap of the cavs/raptors series.... https://t.co/7mMosNNtJZ"
"357","@Dre_Leslie BOI YOU SHUT UP THE CAVS SHIULDNT EVEN BE IN THE PLAYOFFS LEBRON GOALTENDED AGAINST THE PACERS"
"358","RT @HeatvsHaters: Seriously, how deflating is this:
First, You get swept by LeBron &amp; Cavs

Next season, you get a franchise record in wins.‚Ä¶"
"359","The raptors do this every year lol them niggas really boo boo they just play good in the regular season if my pacer‚Ä¶ https://t.co/PCBRgPFSWl"
"360","They up 30 what other reason would he still be in the game? Cavs gonna lose the lead ?  RT @JohnnyHSD: He wouldve w‚Ä¶ https://t.co/BMAEY8Je2T"
"361","Safe to say that the #Cavs are going to sweep the #Raptors.. Didn‚Äôt see that coming. @NBAonTNT"
"362","Cavs&gt;raptors #Over https://t.co/fwe2LhfMVL"
"363","RT @TeamLeBron_: Here comes the annual ‚ÄúCavs won‚Äôt make the Finals! This is the Raptors‚Äô year‚Äù

To ‚Äúthe east is wack‚Äù

Smdh Ì†æÌ¥¶Ì†ºÌøº‚Äç‚ôÇÔ∏è"
"364","And y‚Äôall thought the Raptors were beating the Cavs Ì†ΩÌ∏Ç"
"365","RT @ConradKaz: Jokes aside, the Cavs have basically just completely shrugged off a healthy 59-win team."
"366","RT @mcten: One year ago today, DeMar DeRozan said ""if we had LeBron on our team, we would have won,"" after the Cavs swept Toronto. Tonight,‚Ä¶"
"367","RT @mcten: One year ago today, DeMar DeRozan said ""if we had LeBron on our team, we would have won,"" after the Cavs swept Toronto. Tonight,‚Ä¶"
"368","Reporter: it was a tough series against the Cavs

DeRozan: https://t.co/lIsoHOZq1j"
"369","RT @TheTrueBagMan: Most wins in Franchise history...
Most home wins....
First time clinching #1 seed...
Yet another horrible sweep Ì†æÌ¥£Ì†ΩÌ∏Ç.....‚Ä¶"
"370","@_DaDa1_ Heat was a super team, first year Cavs with Kyrie was a super team then it turned in to role players lol"
"371","RT @mcten: One year ago today, DeMar DeRozan said ""if we had LeBron on our team, we would have won,"" after the Cavs swept Toronto. Tonight,‚Ä¶"
"372","Cavs about to sweep the Raptors!"
"373","RT @GAllen__: We have really watched the Raptors fold against Lebron and the Cavs year after year. This can‚Äôt be real Ì†ΩÌ∏ÇÌ†ΩÌ∏ÇÌ†ΩÌ∏ÇÌ†ΩÌ∏ÇÌ†ΩÌ∏Ç"
"374","RT @ajudarobyporto: cavs jogando muito talvez consiga ganhar 1 jogo do warriors"
"375","If Lebron single handedly takes the cavs to the finals ima have to call him the Goat Ì†æÌ¥Ø"
"376","RT @cavs: LEBRON. JAMES. #WhateverItTakes https://t.co/5JBmeBhQLc"
"377","@NBABrasil @Raptors @cavs  https://t.co/BQSP3JupSz"
"378","Cavs really about to sweep a 59 winning 1-seed smh"
"379","Yo The Cavs are whooping the raptors assssss fam Ì†ΩÌ∏≠Ì†ΩÌ∏≠Ì†ΩÌ∏≠"
"380","RT @_akasolu32: In other words: Cavs in 4 https://t.co/gg3EvgoJBc"
"381","lmaooo the Cavs v Pacers series is the East Semifinals we deserve. not THIS"
"382","Watching jordan Clarkson run the Cavs offense when Lebron is on the floor is unbelievably frustrating #TORvsCLE"
"383","RT @LetsGoWarriors: Wait, the Cavs' slogan hashtag on Twitter is #WhateverItTakes? Lol the Warriors' video crew did a jumbotron segment set‚Ä¶"
"384","This Cavs game has so many funny memes coming Ì†ΩÌ∏ÇÌ†ΩÌ∏ÇÌ†ΩÌ∏ÇÌ†ΩÌ∏≠"
"385","Can we file charges against the Cavs for rape Ì†ΩÌ∏Ç jesus"
"386","#8 more @cavs way to close this one out #NBAPlayoffs"
"387","Why are the @cavs up 30 points on the #1 seed @raptors"
"388","Drake happy met gala distracting people from the Cavs Raptors game"
"389","How can @cavs sweep the @Raptors who finished atop of the¬†Eastern Conference¬†regular season standings.¬†@nbaplayoffs‚Ä¶ https://t.co/GNl8XAEyLA"
"390","RT @cavs: LEBRON. JAMES. #WhateverItTakes https://t.co/5JBmeBhQLc"
"391","RT @cavs: Thanks, @nbcsnl. Ì†ΩÌ∏â #WhateverItTakes https://t.co/1HzQVYKN81"
"392","RT @SpongeBobSports: the Cavs-Raptors series summarized in one gif: https://t.co/dusBl1dZLk"
"393","Amazing that it only took the Cavs 3 3/4 games to sweep the Raptors."
"394","RT @BenFredette: Well at least the ‚ÄúCavs not making it to the Finals this year‚Äù narrative was fun while it lasted"
"395","I honestly don't understand why people believed Raptors would beat Cavs in this series. Not surprising at all."
"396","Cavs by 30! Lmao, toronto shud be embarassed  #TORvsCLE"
"397","Lebron James and the Cavs are killing Toronto! James is out there looking like Big Thanos!  Ì†ΩÌ∏Ç#TORvsCLE #NBAPlayoffs https://t.co/yWaUO7Mkyg"
"398","Nayyyyysssss nayssss cavs"
"399","RT @CavsNotes: All five @cavs starters have reached double figures in points so far tonight: @TheRealJRSmith- 15 PTS, @KingJames- 21 PTS, @‚Ä¶"
"400","RT @ShesMJacksonBad: Toronto might as well go on ahead and change their name to Lebronto because lebron and the cavs fucking them up ... Ma‚Ä¶"
"401","RT @cavs: LEBRON. JAMES. #WhateverItTakes https://t.co/5JBmeBhQLc"
"402","cavs vs warriors part 4: finals edition"
"403","#Sheesh #Cavs"
"404","#cavs #WhateverItTakes https://t.co/v9iWp0QS3i"
"405","Cavs vai levar a confer√™ncia e a nba podem favoritar #WhateverItTakes"
"406","RT @coolghost101: Drake looking at Lebron in the Cavs locker room after the Raptors game. 

 #Cavs #Raptors https://t.co/EbSbfqp3lH"
"407","RT @mcten: One year ago today, DeMar DeRozan said ""if we had LeBron on our team, we would have won,"" after the Cavs swept Toronto. Tonight,‚Ä¶"
